transaction_id,date_time,transaction_type,amount_gbp,status,channel,sender_account_no,sender_name,sender_phone,sender_nationality,sender_passport_no,sender_customer_type,sender_kyc_risk,receiver_account_no,receiver_name,receiver_phone
TXN00463,2026-03-28 15:09:54,Cash Deposit,5003.92,Completed,Mobile App,32151928,"Watson, Murray and Holt",7601856351,Afghan,TU8424367,Business,Medium,16437132,Charlotte Jones-Bailey,7737721108
TXN00422,2026-03-28 16:12:49,Cash Deposit,7047.08,Completed,ATM,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,45451818,Carolyn Lucas,7541189818
TXN00366,2026-03-28 16:33:10,Bank Transfer,722.99,Completed,ATM,43446826,Dr Stewart Turner,7230307805,Russian,,Individual,Low,37868462,Mr Ronald Collins,7927142786
TXN00173,2026-03-28 17:26:44,Cash Deposit,115.01,Completed,Branch,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,67838146,Miss Amelia Fraser,7215424112
TXN00306,2026-03-28 18:30:53,Mobile Wallet,82763.62,Completed,ATM,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,7938313402,Miss Rachael Baker,7938313402
TXN00113,2026-03-28 21:02:02,International Wire,1671.89,Completed,Online Banking,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,15066382,Alice Bevan,7665359037
TXN00218,2026-03-28 22:39:24,Bank Transfer,1988.31,Completed,ATM,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,73360324,Julia Hughes,7174108740
TXN00386,2026-03-28 23:46:35,Card Payment,6250.16,Completed,Online Banking,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,15095407,Miss Aimee Nicholls,7626602103
TXN00247,2026-03-28 23:47:26,Mobile Wallet,1980.74,Completed,Mobile App,66851377,Mathew Davies,7990505735,British,,Individual,Low,7163063063,Valerie Stevens,7163063063
TXN00410,2026-03-29 2:06:29,Bank Transfer,781.18,Completed,ATM,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,61196706,Terence Andrews-James,7498380251
TXN00060,2026-03-29 2:30:15,Cash Deposit,7218.48,Completed,Branch,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,58140388,Charlene Jones,7792377512
TXN00279,2026-03-29 3:51:34,International Wire,368.06,Completed,ATM,82374753,Miss Rosie Bird,7242068763,Pakistani,AS0003524,Individual,Low,83833059,Lucy Smith-Carter,7924223452
TXN00337,2026-03-29 4:42:24,Cash Deposit,13690.55,Failed,Mobile App,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,73218512,Dr Nicholas Parker,7918970742
TXN00213,2026-03-29 6:12:47,Bank Transfer,18067.47,Completed,Online Banking,45351479,Stevenson PLC,7637500247,British,CX7732107,Business,High,86866717,William Wilkinson,7317064188
TXN00245,2026-03-29 9:42:02,Card Payment,1312.67,Completed,ATM,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,55307111,Dr Melissa Davis,7835348453
TXN00175,2026-03-29 12:42:25,Cash Deposit,584.32,Completed,Branch,88320463,Mrs Rosie Rogers,7528853029,Polish,MX6117574,Individual,Low,77680031,Howard Wilson,7514838889
TXN00333,2026-03-29 12:54:33,Mobile Wallet,1205.99,Completed,Mobile App,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,7874360740,Natasha Moore,7874360740
TXN00063,2026-03-29 13:51:15,Bank Transfer,422.24,Completed,Online Banking,38716269,Dr Kenneth Marsh,7168965204,Turkish,HC2235126,Individual,Low,41272553,Catherine Gardner-Williams,7331875999
TXN00269,2026-03-29 13:52:06,Cash Deposit,789.86,Pending,Mobile App,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,53544301,Holly Knight,7742144634
TXN00076,2026-03-29 16:22:28,Mobile Wallet,526.85,Completed,Mobile App,52339391,Vincent Bennett,7530747414,Pakistani,JZ6568720,Individual,Medium,7702998820,Stuart Nash-Mills,7702998820
TXN00052,2026-03-29 17:28:18,Card Payment,737.89,Completed,Mobile App,66851377,Mathew Davies,7990505735,British,,Individual,Low,62958901,Ms Tracey Short,7948988297
TXN00002,2026-03-29 18:21:27,Bank Transfer,6127.33,Completed,Online Banking,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,90010790,Mr Terence Smith,7751028618
TXN00167,2026-03-29 22:31:35,International Wire,894.16,Completed,ATM,32151928,"Watson, Murray and Holt",7601856351,Afghan,TU8424367,Business,Medium,72608888,Billy Bibi-Burrows,7359564054
TXN00489,2026-03-29 23:19:13,International Wire,1694.47,Failed,Branch,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,71231190,Bryan Morris,7820990117
TXN00233,2026-03-29 23:22:57,Bank Transfer,3330.79,Completed,ATM,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,84797762,Dr Tony Jackson,7547221915
TXN00216,2026-03-30 1:09:34,Card Payment,124.9,Completed,ATM,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,51361818,Alison Naylor,7596474925
TXN00004,2026-03-30 6:39:24,Cash Deposit,4987.17,Pending,Online Banking,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,23318904,Mary Ryan,7754586204
TXN00010,2026-03-30 7:19:47,International Wire,1843.17,Completed,Branch,70505620,Gareth Robinson-Roberts,7361846370,Chinese,XU4853292,Individual,Low,26690465,Neil White,7571537429
TXN00117,2026-03-30 8:44:32,Cash Deposit,1969.04,Completed,ATM,88320463,Mrs Rosie Rogers,7528853029,Polish,MX6117574,Individual,Low,47818761,Dr Marie Turner,7595725097
TXN00415,2026-03-30 9:40:30,International Wire,1801.91,Completed,Online Banking,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,86703472,Dr Frank Martin,7959477004
TXN00103,2026-03-30 10:11:01,Card Payment,1307.16,Completed,Online Banking,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,91202508,Nicholas Ashton,7445236735
TXN00313,2026-03-30 11:26:27,Cash Deposit,2175.38,Completed,ATM,32151928,"Watson, Murray and Holt",7601856351,Afghan,TU8424367,Business,Medium,22780905,Dr Christopher Price,7652348887
TXN00207,2026-03-30 11:36:21,International Wire,32.76,Completed,Mobile App,44788100,"Forster, Turner and Fry",7907214179,Polish,XP7585874,Business,Low,58258264,Kirsty Howard,7801887172
TXN00349,2026-03-30 12:48:42,Bank Transfer,5409.26,Completed,Mobile App,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,40655922,Conor Clarke,7223838514
TXN00198,2026-03-30 13:04:09,Bank Transfer,1896.15,Pending,Online Banking,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,15006085,Damian Wells,7893158610
TXN00383,2026-03-30 14:53:07,Mobile Wallet,1694.55,Completed,Online Banking,57212267,Craig Payne,7420632895,Russian,FK9568730,Individual,Low,7956191734,Pamela Harris,7956191734
TXN00092,2026-03-30 14:57:48,Cash Deposit,3462.81,Completed,Mobile App,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,95918360,Mark Singh,7534245762
TXN00227,2026-03-30 15:22:21,Mobile Wallet,644.62,Completed,Branch,42862209,Wilkinson-Williams,7610173760,Nigerian,,Business,Low,7742009209,Dr Sara Rogers,7742009209
TXN00013,2026-03-30 15:31:55,Cash Deposit,90.06,Completed,ATM,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,33513701,Graeme Price,7912037475
TXN00454,2026-03-30 15:34:08,Mobile Wallet,1531.32,Completed,Mobile App,38716269,Dr Kenneth Marsh,7168965204,Turkish,HC2235126,Individual,Low,7625679392,Mr Tony Webb,7625679392
TXN00048,2026-03-30 19:24:28,Bank Transfer,736.07,Pending,Branch,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,22097496,Lucy Reynolds-Allan,7241102355
TXN00040,2026-03-30 23:34:58,Card Payment,294.8,Completed,Branch,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,95618110,Kerry Smith,7595155950
TXN00172,2026-03-30 23:48:02,Mobile Wallet,98634.87,Completed,ATM,70505620,Gareth Robinson-Roberts,7361846370,Chinese,XU4853292,Individual,Low,7154267347,Mitchell Taylor,7154267347
TXN00071,2026-03-31 2:09:17,Cash Deposit,4409.43,Failed,Branch,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,61124122,Eleanor Young,7449165212
TXN00027,2026-03-31 3:59:15,Cash Deposit,11640.48,Pending,ATM,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,75718414,Bradley Barnes,7808605988
TXN00338,2026-03-31 4:29:01,Bank Transfer,144.39,Completed,Mobile App,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,38956527,Victoria Martin-Skinner,7381519299
TXN00042,2026-03-31 4:43:34,Cash Deposit,2428.28,Completed,Branch,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,43567615,Ms Naomi Bailey,7555598254
TXN00420,2026-03-31 4:43:52,International Wire,1049.9,Completed,Online Banking,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,25102023,Anne Fraser,7550535448
TXN00421,2026-03-31 5:08:54,International Wire,4682.28,Completed,Mobile App,93370583,Molly Law,7704509817,British,,Individual,Medium,24178065,Dr Charlie Brooks,7207593219
TXN00008,2026-03-31 7:18:36,Cash Deposit,5306.41,Completed,Online Banking,52339391,Vincent Bennett,7530747414,Pakistani,JZ6568720,Individual,Medium,67061186,Ellie Ward,7312406764
TXN00440,2026-03-31 11:57:02,International Wire,1222.01,Completed,Branch,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,24509544,Dr Stuart White,7420486085
TXN00109,2026-03-31 13:25:43,Mobile Wallet,5685.23,Completed,ATM,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,7190966348,Douglas Ryan-Harris,7190966348
TXN00182,2026-03-31 15:36:20,Bank Transfer,954.43,Completed,Mobile App,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,87641510,Zoe Willis-Horton,7803935444
TXN00078,2026-03-31 19:41:02,Cash Deposit,6317.73,Completed,Online Banking,71070189,Thomas Group,7406284028,British,WE4240392,Business,High,87566910,Gavin Wyatt,7211240259
TXN00236,2026-03-31 22:36:38,International Wire,364.4,Completed,Online Banking,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,35254849,Jessica Cox,7178151583
TXN00239,2026-04-01 0:20:03,Mobile Wallet,1410.5,Pending,Branch,16789850,Mrs Olivia Barnett,7800235246,British,EL4229485,Individual,Low,7525880424,Kerry Davies,7525880424
TXN00161,2026-04-01 1:11:36,Mobile Wallet,2734.08,Completed,Mobile App,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,7705180256,Antony Fuller,7705180256
TXN00404,2026-04-01 3:43:54,Mobile Wallet,1780.61,Completed,Branch,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,7268688902,Jacob Lowe,7268688902
TXN00423,2026-04-01 5:38:52,International Wire,3810.72,Completed,ATM,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,46965460,Abdul Howard,7284898049
TXN00204,2026-04-01 7:58:08,Mobile Wallet,6856.36,Completed,Branch,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,7535391971,Jasmine Baxter,7535391971
TXN00176,2026-04-01 8:04:20,International Wire,246.43,Completed,Branch,82374753,Miss Rosie Bird,7242068763,Pakistani,AS0003524,Individual,Low,62868861,Stanley Thompson,7203810954
TXN00263,2026-04-01 11:21:37,International Wire,1910.17,Completed,Branch,44788100,"Forster, Turner and Fry",7907214179,Polish,XP7585874,Business,Low,53805532,Dr Carole Walker,7525956648
TXN00455,2026-04-01 12:04:34,Mobile Wallet,3498.01,Completed,ATM,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,7561075177,Janice Russell,7561075177
TXN00467,2026-04-01 15:49:33,International Wire,244.29,Completed,Online Banking,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,24262473,Holly Hughes,7222420042
